"CaseMasterID","CrimeNo","CaseNo","CrimeRegisteredDate","PolicePersonID","PoliceStationID","CaseCategoryID","GravityOffenceID","CrimeMajorHeadID","CrimeMinorHeadID","CaseStatusID","CourtID","IncidentFromDate","IncidentToDate","InfoReceivedPSDate","latitude","longitude","BriefFacts"
"5016","100262608202405016","202405016","2024-12-17","1116","2608","1","1","6","9","1","526","2024-12-17T23:10:00.000Z","2024-12-18T05:10:00.000Z","2024-12-18T00:10:00.000Z","13.3353354","77.3674593","Assault reported near Tumakuru Women PS. Night-time MO. Evidence and witness inputs available for AI review."
"5017","100181808202505017","202505017","2025-08-09","1117","1808","1","1","5","8","1","518","2025-08-09T23:48:00.000Z","2025-08-10T01:48:00.000Z","2025-08-10T00:48:00.000Z","12.3172952","75.9528072","Harassment reported near Kodagu Women PS. Vehicle KA-22-RA-1114 seen. Evidence and witness inputs available for AI review."
"5018","100292903202505018","202505018","2025-12-15","1118","2903","1","1","6","9","2","529","2025-12-15T22:17:00.000Z","2025-12-16T03:17:00.000Z","2025-12-15T23:17:00.000Z","16.8310464","75.9830276","Assault reported near Vijayapura North PS. Vehicle KA-01-CQ-1218 seen. Night-time MO. Evidence and witness inputs available for AI review."
"5019","100252501202505019","202505019","2025-10-18","1119","2501","1","2","1","3","2","525","2025-10-18T13:53:00.000Z","2025-10-18T18:53:00.000Z","2025-10-18T14:53:00.000Z","13.6732470","75.6649002","Chain Snatching reported near Shivamogga Central PS. Possible North Belt Narcotics Line pattern. Vehicle KA-29-QA-1079 seen. Evidence and witness inputs available for AI review."
"5020","100101003202605020","202605020","2026-04-26","1120","1003","1","2","1","1","1","510","2026-04-26T04:16:00.000Z","2026-04-26T07:16:00.000Z","2026-04-26T05:16:00.000Z","14.3049562","76.5780421","Burglary reported near Chitradurga North PS. Evidence and witness inputs available for AI review."
"5021","100050501202405021","202405021","2024-06-22","1121","501","1","2","3","6","1","505","2024-06-22T15:25:00.000Z","2024-06-22T21:25:00.000Z","2024-06-22T16:25:00.000Z","12.8952514","77.4284485","Loan App Fraud reported near Bengaluru Urban Central PS. Night-time MO. Evidence and witness inputs available for AI review."
"5022","100242404202405022","202405022","2024-11-15","1122","2404","1","2","1","3","1","524","2024-11-15T15:05:00.000Z","2024-11-15T20:05:00.000Z","2024-11-15T16:05:00.000Z","12.6878473","77.1350811","Chain Snatching reported near Ramanagara Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"5023","100191903202405023","202405023","2024-12-16","1123","1903","1","2","1","1","1","519","2024-12-16T20:17:00.000Z","2024-12-17T01:17:00.000Z","2024-12-16T21:17:00.000Z","13.0025004","78.0699642","Burglary reported near Kolar North PS. Vehicle KA-13-PI-1058 seen. Night-time MO. Evidence and witness inputs available for AI review."
"5024","100303003202405024","202405024","2024-06-19","1124","3003","1","1","5","8","1","530","2024-06-19T03:29:00.000Z","2024-06-19T08:29:00.000Z","2024-06-19T04:29:00.000Z","16.7135486","77.0322684","Harassment reported near Yadgir North PS. Evidence and witness inputs available for AI review."
"5025","100111104202405025","202405025","2024-06-24","1125","1104","1","2","2","5","1","511","2024-06-24T12:26:00.000Z","2024-06-24T15:26:00.000Z","2024-06-24T13:26:00.000Z","12.6710063","74.8134524","Investment Scam reported near Dakshina Kannada Rural PS. Possible NH-167 Network pattern. Evidence and witness inputs available for AI review."
"5026","100222208202405026","202405026","2024-03-06","1126","2208","1","1","5","8","2","522","2024-03-06T17:21:00.000Z","2024-03-06T23:21:00.000Z","2024-03-06T18:21:00.000Z","12.1659464","76.4415772","Harassment reported near Mysuru Women PS. Night-time MO. Evidence and witness inputs available for AI review."
"5027","100282803202605027","202605027","2026-09-15","1127","2803","1","1","4","7","2","528","2026-09-15T00:43:00.000Z","2026-09-15T02:43:00.000Z","2026-09-15T01:43:00.000Z","14.6746384","74.3026872","Drug Distribution reported near Uttara Kannada North PS. Evidence and witness inputs available for AI review."
"5028","100060605202405028","202405028","2024-05-16","1128","605","1","2","3","6","1","506","2024-05-16T22:29:00.000Z","2024-05-17T03:29:00.000Z","2024-05-16T23:29:00.000Z","17.9845055","77.3778270","Loan App Fraud reported near Bidar Market PS. Possible Ring Road Burglary Crew pattern. Night-time MO. Evidence and witness inputs available for AI review."
"5029","100101006202405029","202405029","2024-07-17","1129","1006","1","1","5","8","1","510","2024-07-17T22:16:00.000Z","2024-07-18T03:16:00.000Z","2024-07-17T23:16:00.000Z","14.2552100","76.6115054","Harassment reported near Chitradurga Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
"5030","100040407202505030","202505030","2025-08-20","1130","407","1","1","5","8","1","504","2025-08-20T12:31:00.000Z","2025-08-20T14:31:00.000Z","2025-08-20T13:31:00.000Z","13.3012810","77.6437638","Harassment reported near Bengaluru Rural Cyber PS. Evidence and witness inputs available for AI review."
"5031","100191903202405031","202405031","2024-04-22","1131","1903","1","2","3","6","2","519","2024-04-22T23:01:00.000Z","2024-04-23T00:01:00.000Z","2024-04-23T00:01:00.000Z","12.9741479","78.0574510","Loan App Fraud reported near Kolar North PS. Night-time MO. Evidence and witness inputs available for AI review."
"5032","100242406202405032","202405032","2024-10-14","1132","2406","1","2","1","3","2","524","2024-10-14T02:47:00.000Z","2024-10-14T05:47:00.000Z","2024-10-14T03:47:00.000Z","12.7156499","77.2586002","Chain Snatching reported near Ramanagara Traffic PS. Evidence and witness inputs available for AI review."
"5033","100060608202505033","202505033","2025-11-26","1133","608","1","1","5","8","1","506","2025-11-26T14:24:00.000Z","2025-11-26T16:24:00.000Z","2025-11-26T15:24:00.000Z","17.6773879","77.6858028","Harassment reported near Bidar Women PS. Evidence and witness inputs available for AI review."
"5034","100303003202405034","202405034","2024-03-20","1134","3003","1","1","5","8","1","530","2024-03-20T15:58:00.000Z","2024-03-20T16:58:00.000Z","2024-03-20T16:58:00.000Z","16.7077710","77.0194773","Harassment reported near Yadgir North PS. Night-time MO. Evidence and witness inputs available for AI review."
"5035","100202003202505035","202505035","2025-01-22","1135","2003","1","1","6","9","1","520","2025-01-22T15:11:00.000Z","2025-01-22T16:11:00.000Z","2025-01-22T16:11:00.000Z","15.5910490","76.3128853","Assault reported near Koppal North PS. Night-time MO. Evidence and witness inputs available for AI review."
"5036","100111108202505036","202505036","2025-12-26","1136","1108","1","2","2","5","1","511","2025-12-26T00:08:00.000Z","2025-12-26T04:08:00.000Z","2025-12-26T01:08:00.000Z","12.7413600","75.0819785","Investment Scam reported near Dakshina Kannada Women PS. Evidence and witness inputs available for AI review."
"5037","100292904202505037","202505037","2025-03-23","1137","2904","1","2","1","2","2","529","2025-03-23T08:24:00.000Z","2025-03-23T10:24:00.000Z","2025-03-23T09:24:00.000Z","16.7812999","75.6391027","Vehicle Theft reported near Vijayapura Rural PS. Evidence and witness inputs available for AI review."
"5038","100181803202505038","202505038","2025-12-20","1138","1803","1","1","6","9","1","518","2025-12-20T15:34:00.000Z","2025-12-20T18:34:00.000Z","2025-12-20T16:34:00.000Z","12.5712642","76.0562923","Assault reported near Kodagu North PS. Vehicle KA-12-DG-1108 seen. Night-time MO. Evidence and witness inputs available for AI review."
"5039","100242407202505039","202505039","2025-09-07","1139","2407","1","1","6","9","1","524","2025-09-07T03:10:00.000Z","2025-09-07T04:10:00.000Z","2025-09-07T04:10:00.000Z","12.8388853","77.3791456","Assault reported near Ramanagara Cyber PS. Evidence and witness inputs available for AI review."
"5040","100141404202405040","202405040","2024-10-20","1140","1404","1","2","1","2","2","514","2024-10-20T17:19:00.000Z","2024-10-20T20:19:00.000Z","2024-10-20T18:19:00.000Z","15.4568564","75.6983383","Vehicle Theft reported near Gadag Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"5041","100020204202405041","202405041","2024-05-16","1141","204","1","1","6","10","1","502","2024-05-16T07:05:00.000Z","2024-05-16T13:05:00.000Z","2024-05-16T08:05:00.000Z","15.3469842","77.0673331","Robbery reported near Ballari Rural PS. Possible NH-167 Network pattern. Evidence and witness inputs available for AI review."
"5042","100101002202505042","202505042","2025-12-23","1142","1002","1","1","6","10","1","510","2025-12-23T11:29:00.000Z","2025-12-23T13:29:00.000Z","2025-12-23T12:29:00.000Z","14.2649793","76.3379870","Robbery reported near Chitradurga South PS. Evidence and witness inputs available for AI review."
"5043","100020201202605043","202605043","2026-08-12","1143","201","1","2","1","2","2","502","2026-08-12T05:01:00.000Z","2026-08-12T06:01:00.000Z","2026-08-12T06:01:00.000Z","15.1669584","77.0053945","Vehicle Theft reported near Ballari Central PS. Evidence and witness inputs available for AI review."
"5044","100292906202405044","202405044","2024-01-05","1144","2906","1","1","6","9","1","529","2024-01-05T17:54:00.000Z","2024-01-05T23:54:00.000Z","2024-01-05T18:54:00.000Z","16.7559017","75.7056617","Assault reported near Vijayapura Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
"5045","100020207202405045","202405045","2024-01-15","1145","207","1","1","6","9","1","502","2024-01-15T21:35:00.000Z","2024-01-16T00:35:00.000Z","2024-01-15T22:35:00.000Z","15.2366423","76.8666199","Assault reported near Ballari Cyber PS. Night-time MO. Evidence and witness inputs available for AI review."
"5046","100282806202605046","202605046","2026-08-22","1146","2806","1","1","4","7","1","528","2026-08-22T23:18:00.000Z","2026-08-23T05:18:00.000Z","2026-08-23T00:18:00.000Z","14.9741620","74.3293159","Drug Distribution reported near Uttara Kannada Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
"5047","100262601202605047","202605047","2026-08-11","1147","2601","1","1","4","7","1","526","2026-08-11T09:51:00.000Z","2026-08-11T10:51:00.000Z","2026-08-11T10:51:00.000Z","13.5869494","77.0157775","Drug Distribution reported near Tumakuru Central PS. Evidence and witness inputs available for AI review."
"5048","100131303202605048","202605048","2026-12-19","1148","1303","1","2","2","4","1","513","2026-12-19T15:19:00.000Z","2026-12-19T21:19:00.000Z","2026-12-19T16:19:00.000Z","15.4772710","75.1298480","UPI Fraud reported near Dharwad North PS. Vehicle KA-06-LW-1144 seen. Night-time MO. Evidence and witness inputs available for AI review."
"5049","100080806202405049","202405049","2024-01-07","1149","806","1","2","1","1","1","508","2024-01-07T07:35:00.000Z","2024-01-07T08:35:00.000Z","2024-01-07T08:35:00.000Z","13.2360883","77.9035512","Burglary reported near Chikkaballapura Traffic PS. Evidence and witness inputs available for AI review."
"5050","100282807202505050","202505050","2025-06-10","1150","2807","1","1","4","7","2","528","2025-06-10T00:43:00.000Z","2025-06-10T05:43:00.000Z","2025-06-10T01:43:00.000Z","14.7039879","73.9169375","Drug Distribution reported near Uttara Kannada Cyber PS. Vehicle KA-03-JN-1060 seen. Evidence and witness inputs available for AI review."
"5051","100232308202605051","202605051","2026-08-23","1151","2308","1","1","4","7","1","523","2026-08-23T07:44:00.000Z","2026-08-23T11:44:00.000Z","2026-08-23T08:44:00.000Z","16.0683552","77.2226151","Drug Distribution reported near Raichur Women PS. Evidence and witness inputs available for AI review."
"5052","100191903202505052","202505052","2025-12-25","1152","1903","1","2","3","6","1","519","2025-12-25T14:40:00.000Z","2025-12-25T16:40:00.000Z","2025-12-25T15:40:00.000Z","12.9644554","78.0926225","Loan App Fraud reported near Kolar North PS. Vehicle KA-08-IJ-1090 seen. Night-time MO. Evidence and witness inputs available for AI review."
"5053","100131308202405053","202405053","2024-08-04","1153","1308","1","1","4","7","1","513","2024-08-04T07:10:00.000Z","2024-08-04T09:10:00.000Z","2024-08-04T08:10:00.000Z","15.5292175","75.0816003","Drug Distribution reported near Dharwad Women PS. Evidence and witness inputs available for AI review."
"5054","100070706202405054","202405054","2024-06-01","1154","706","1","2","2","4","2","507","2024-06-01T00:47:00.000Z","2024-06-01T02:47:00.000Z","2024-06-01T01:47:00.000Z","11.7214946","77.0011158","UPI Fraud reported near Chamarajanagar Traffic PS. Evidence and witness inputs available for AI review."
"5055","100171705202605055","202605055","2026-06-18","1155","1705","1","2","2","5","2","517","2026-06-18T06:48:00.000Z","2026-06-18T11:48:00.000Z","2026-06-18T07:48:00.000Z","17.3982315","77.0181799","Investment Scam reported near Kalaburagi Market PS. Vehicle KA-26-AX-1107 seen. Evidence and witness inputs available for AI review."
"5056","100191903202605056","202605056","2026-07-20","1156","1903","1","1","6","9","1","519","2026-07-20T11:12:00.000Z","2026-07-20T13:12:00.000Z","2026-07-20T12:12:00.000Z","13.0013000","78.0490986","Assault reported near Kolar North PS. Evidence and witness inputs available for AI review."
"5057","100020203202405057","202405057","2024-05-31","1157","203","1","1","6","9","1","502","2024-05-31T22:26:00.000Z","2024-06-01T01:26:00.000Z","2024-05-31T23:26:00.000Z","14.9005045","76.9566616","Assault reported near Ballari North PS. Night-time MO. Evidence and witness inputs available for AI review."
"5058","100090905202605058","202605058","2026-05-01","1158","905","1","2","2","4","2","509","2026-05-01T03:29:00.000Z","2026-05-01T05:29:00.000Z","2026-05-01T04:29:00.000Z","13.5751914","75.6950810","UPI Fraud reported near Chikkamagaluru Market PS. Evidence and witness inputs available for AI review."
"5059","100212104202605059","202605059","2026-12-02","1159","2104","1","1","6","10","1","521","2026-12-02T04:48:00.000Z","2026-12-02T06:48:00.000Z","2026-12-02T05:48:00.000Z","12.3222654","76.9053890","Robbery reported near Mandya Rural PS. Evidence and witness inputs available for AI review."
"5060","100090908202505060","202505060","2025-09-24","1160","908","1","1","4","7","1","509","2025-09-24T17:42:00.000Z","2025-09-24T20:42:00.000Z","2025-09-24T18:42:00.000Z","13.3837412","75.8495671","Drug Distribution reported near Chikkamagaluru Women PS. Night-time MO. Evidence and witness inputs available for AI review."
"5061","100070704202505061","202505061","2025-12-02","1161","704","1","1","6","9","2","507","2025-12-02T07:59:00.000Z","2025-12-02T10:59:00.000Z","2025-12-02T08:59:00.000Z","11.7237744","76.9977194","Assault reported near Chamarajanagar Rural PS. Evidence and witness inputs available for AI review."
"5062","100303004202405062","202405062","2024-08-12","1162","3004","1","2","2","5","1","530","2024-08-12T00:19:00.000Z","2024-08-12T03:19:00.000Z","2024-08-12T01:19:00.000Z","16.6320486","77.3363085","Investment Scam reported near Yadgir Rural PS. Vehicle KA-02-BE-1254 seen. Evidence and witness inputs available for AI review."
"5063","100202004202405063","202405063","2024-06-24","1163","2004","1","1","6","9","1","520","2024-06-24T20:43:00.000Z","2024-06-25T01:43:00.000Z","2024-06-24T21:43:00.000Z","15.2722048","75.9573955","Assault reported near Koppal Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"5064","100111106202405064","202405064","2024-08-15","1164","1106","1","2","1","1","1","511","2024-08-15T14:41:00.000Z","2024-08-15T19:41:00.000Z","2024-08-15T15:41:00.000Z","12.8976512","74.7727586","Burglary reported near Dakshina Kannada Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
